image_name,tags
test_34630,agriculture clear road primary cultivation
test_34631,agriculture habitation clear road primary cultivation
test_34632,water cloudy clear primary
test_34633,clear primary
test_34634,clear primary
test_34635,agriculture habitation clear road primary cultivation
test_34636,clear primary
test_34637,haze primary
test_34638,agriculture habitation clear road primary
test_34639,clear primary
test_34640,clear primary
test_34641,agriculture water haze road primary
test_34642,clear primary
test_34643,agriculture haze road primary cultivation
test_34644,agriculture clear primary cultivation
test_34645,agriculture clear road primary cultivation
test_34646,agriculture habitation clear road primary
test_34647,haze primary
test_34648,clear primary
test_34649,water clear primary
test_34650,water cloudy clear
test_34651,agriculture water clear road primary cultivation
test_34652,clear primary
test_34653,agriculture water clear road primary
test_34654,clear primary
test_34655,agriculture habitation clear road primary cultivation
test_34656,agriculture clear primary cultivation
test_34657,agriculture water habitation clear road primary cultivation
test_34658,agriculture habitation clear road primary cultivation
test_34659,agriculture water clear road primary cultivation
test_34660,agriculture habitation clear road primary cultivation
test_34661,clear primary
test_34662,clear primary
test_34663,clear primary
test_34664,clear primary
test_34665,agriculture habitation clear road primary
test_34666,clear primary
test_34667,clear primary
test_34668,agriculture clear road primary
test_34669,clear primary
test_34670,agriculture water haze road primary
test_34671,agriculture clear road primary
test_34672,agriculture clear primary
test_34673,partly_cloudy clear primary
test_34674,agriculture partly_cloudy road primary
test_34675,clear primary
test_34676,clear primary
test_34677,agriculture partly_cloudy water cloudy primary
test_34678,agriculture partly_cloudy water road primary
test_34679,clear primary
test_34680,agriculture water habitation clear road primary cultivation
test_34681,clear primary
test_34682,partly_cloudy primary
test_34683,clear primary
test_34684,agriculture habitation clear road primary
test_34685,clear primary
test_34686,agriculture water clear road primary
test_34687,clear primary
test_34688,agriculture habitation clear road primary cultivation
test_34689,agriculture partly_cloudy water clear primary
test_34690,cloudy haze
test_34691,clear primary
test_34692,agriculture clear primary cultivation
test_34693,agriculture clear primary cultivation
test_34694,agriculture partly_cloudy road primary
test_34695,clear primary
test_34696,agriculture water clear road primary
test_34697,haze primary
test_34698,clear primary
test_34699,clear primary
test_34700,clear primary
test_34701,agriculture water clear primary cultivation
test_34702,agriculture water clear road primary cultivation
test_34703,clear primary
test_34704,agriculture water clear road primary
test_34705,partly_cloudy primary
test_34706,agriculture habitation clear road primary cultivation
test_34707,agriculture partly_cloudy road primary cultivation
test_34708,clear primary
test_34709,clear primary
test_34710,partly_cloudy primary
test_34711,clear primary
test_34712,partly_cloudy primary
test_34713,haze primary
test_34714,clear primary
test_34715,clear primary
test_34716,water haze clear primary
test_34717,water clear road primary
test_34718,haze clear primary
test_34719,agriculture clear primary
test_34720,partly_cloudy primary
test_34721,partly_cloudy primary
test_34722,clear primary
test_34723,cloudy
test_34724,agriculture clear road primary
test_34725,agriculture haze clear road primary
test_34726,partly_cloudy primary
test_34727,partly_cloudy clear primary
test_34728,clear primary
test_34729,clear primary
test_34730,partly_cloudy clear primary
test_34731,agriculture clear primary cultivation
test_34732,clear primary
test_34733,clear primary
test_34734,clear primary
test_34735,agriculture clear road primary
test_34736,agriculture partly_cloudy water road primary
test_34737,clear primary
test_34738,agriculture clear road primary
test_34739,clear primary
test_34740,clear primary
test_34741,clear primary
test_34742,agriculture partly_cloudy water habitation road primary
test_34743,agriculture habitation clear road primary
test_34744,haze primary
test_34745,agriculture habitation clear road primary cultivation
test_34746,clear primary
test_34747,cloudy
test_34748,clear primary
test_34749,clear primary
test_34750,partly_cloudy primary
test_34751,clear primary
test_34752,agriculture water clear road primary
test_34753,clear primary
test_34754,clear primary
test_34755,agriculture water habitation clear road primary
test_34756,clear primary
test_34757,agriculture habitation clear primary cultivation
test_34758,haze primary
test_34759,agriculture water clear road primary
test_34760,clear primary
test_34761,agriculture water habitation clear road primary cultivation
test_34762,agriculture clear road primary
test_34763,agriculture habitation clear road primary cultivation
test_34764,partly_cloudy primary
test_34765,agriculture water habitation clear road primary
test_34766,agriculture habitation clear road primary
test_34767,clear primary
test_34768,agriculture clear road primary
test_34769,clear primary
test_34770,agriculture habitation clear road primary cultivation
test_34771,partly_cloudy primary
test_34772,clear primary
test_34773,agriculture partly_cloudy road primary
test_34774,agriculture partly_cloudy road primary
test_34775,clear primary
test_34776,agriculture partly_cloudy water habitation road primary
test_34777,artisinal_mine water clear road primary
test_34778,clear primary
test_34779,clear primary
test_34780,clear primary
test_34781,water clear primary
test_34782,agriculture partly_cloudy water habitation road primary cultivation
test_34783,clear primary
test_34784,clear primary
test_34785,clear primary
test_34786,water clear road primary
test_34787,clear primary
test_34788,agriculture partly_cloudy water primary
test_34789,water cloudy clear primary
test_34790,clear primary
test_34791,clear primary
test_34792,clear primary
test_34793,clear primary
test_34794,water clear primary
test_34795,agriculture water clear road primary cultivation
test_34796,agriculture water habitation clear road primary
test_34797,agriculture water haze primary
test_34798,agriculture water clear road primary cultivation
test_34799,clear primary
test_34800,agriculture partly_cloudy habitation road primary cultivation
test_34801,clear primary
test_34802,agriculture partly_cloudy habitation road primary
test_34803,agriculture water clear road primary
test_34804,agriculture habitation clear road primary
test_34805,haze clear primary
test_34806,haze primary
test_34807,agriculture partly_cloudy water habitation road primary
test_34808,agriculture clear road primary
test_34809,clear primary
test_34810,cloudy
test_34811,agriculture clear primary cultivation
test_34812,agriculture clear road primary cultivation
test_34813,clear primary
test_34814,partly_cloudy primary
test_34815,agriculture partly_cloudy water primary
test_34816,agriculture clear primary cultivation
test_34817,water clear road primary
test_34818,artisinal_mine water clear road primary
test_34819,agriculture water habitation clear road primary
test_34820,clear primary
test_34821,agriculture clear road primary
test_34822,agriculture partly_cloudy habitation clear road primary cultivation
test_34823,agriculture water clear road primary cultivation
test_34824,agriculture water habitation clear road primary cultivation
test_34825,clear primary
test_34826,agriculture habitation clear road primary cultivation
test_34827,clear primary
test_34828,agriculture clear primary cultivation
test_34829,agriculture habitation clear road primary
test_34830,partly_cloudy cloudy
test_34831,partly_cloudy primary
test_34832,partly_cloudy haze primary
test_34833,clear primary
test_34834,agriculture haze clear primary cultivation
test_34835,agriculture clear road primary cultivation
test_34836,clear primary
test_34837,clear primary
test_34838,agriculture clear road primary cultivation
test_34839,clear primary
test_34840,partly_cloudy primary
test_34841,clear primary
test_34842,agriculture habitation clear road primary cultivation
test_34843,agriculture clear primary cultivation
test_34844,partly_cloudy primary
test_34845,clear primary
test_34846,agriculture water habitation clear road primary
test_34847,clear primary
test_34848,agriculture water clear primary cultivation
test_34849,agriculture clear primary cultivation
test_34850,agriculture clear road primary
test_34851,haze clear primary
test_34852,agriculture water habitation clear road primary
test_34853,agriculture habitation clear road primary cultivation
test_34854,agriculture habitation clear road primary cultivation
test_34855,clear primary
test_34856,clear primary
test_34857,partly_cloudy primary
test_34858,clear primary
test_34859,agriculture clear primary cultivation
test_34860,agriculture water habitation clear road primary
test_34861,agriculture clear primary cultivation
test_34862,agriculture water clear road primary
test_34863,agriculture partly_cloudy clear road primary
test_34864,agriculture water habitation clear road primary
test_34865,clear primary
test_34866,agriculture water habitation clear road primary
test_34867,clear primary
test_34868,partly_cloudy clear primary
test_34869,clear primary
test_34870,agriculture water habitation clear road primary
test_34871,clear primary
test_34872,clear primary
test_34873,water clear primary
test_34874,clear primary
test_34875,clear primary
test_34876,clear primary
test_34877,partly_cloudy clear primary
test_34878,agriculture water habitation clear road primary cultivation
test_34879,clear primary
test_34880,clear primary
test_34881,partly_cloudy primary
test_34882,agriculture habitation clear road primary cultivation
test_34883,water cloudy clear primary
test_34884,clear primary
test_34885,clear primary
test_34886,water clear primary
test_34887,artisinal_mine agriculture water clear road primary cultivation
test_34888,agriculture water clear primary
test_34889,agriculture partly_cloudy water primary
test_34890,agriculture partly_cloudy primary
test_34891,agriculture habitation clear road primary
test_34892,partly_cloudy clear primary
test_34893,clear primary
test_34894,water cloudy clear
test_34895,partly_cloudy primary
test_34896,clear primary
test_34897,agriculture clear road primary
test_34898,clear primary
test_34899,partly_cloudy primary
test_34900,partly_cloudy primary
test_34901,agriculture clear road primary
test_34902,clear primary
test_34903,agriculture clear primary cultivation
test_34904,agriculture water cloudy haze road primary
test_34905,clear primary
test_34906,agriculture partly_cloudy road primary
test_34907,agriculture partly_cloudy habitation road primary
test_34908,water clear primary
test_34909,agriculture clear primary cultivation
test_34910,agriculture partly_cloudy water primary
test_34911,clear primary
test_34912,agriculture partly_cloudy road primary cultivation
test_34913,partly_cloudy primary
test_34914,agriculture partly_cloudy road primary
test_34915,clear primary
test_34916,agriculture habitation clear road primary cultivation
test_34917,clear primary
test_34918,agriculture partly_cloudy water habitation road primary cultivation
test_34919,agriculture partly_cloudy primary
test_34920,clear primary
test_34921,partly_cloudy cloudy primary
test_34922,agriculture clear primary cultivation
test_34923,agriculture clear primary cultivation
test_34924,clear primary
test_34925,clear primary
test_34926,agriculture habitation clear road primary cultivation
test_34927,agriculture clear primary cultivation
test_34928,agriculture partly_cloudy road primary cultivation
test_34929,partly_cloudy cloudy haze primary
test_34930,clear primary
test_34931,clear primary
test_34932,agriculture habitation clear road primary
test_34933,clear primary
test_34934,agriculture clear bare_ground road primary
test_34935,agriculture habitation clear road primary
test_34936,water clear primary
test_34937,artisinal_mine agriculture water habitation clear road primary
test_34938,clear primary
test_34939,partly_cloudy primary
test_34940,haze primary
test_34941,agriculture partly_cloudy road primary
test_34942,agriculture partly_cloudy habitation clear road primary cultivation
test_34943,clear primary
test_34944,clear primary
test_34945,agriculture clear road primary cultivation
test_34946,water clear road primary
test_34947,artisinal_mine agriculture water habitation clear road primary
test_34948,agriculture water habitation clear road primary
test_34949,agriculture habitation clear road primary cultivation
test_34950,agriculture water clear road primary
test_34951,clear primary
test_34952,agriculture clear road primary
test_34953,agriculture clear road primary
test_34954,agriculture clear primary cultivation
test_34955,clear primary
test_34956,cloudy haze
test_34957,partly_cloudy primary
test_34958,clear primary
test_34959,clear primary
test_34960,clear primary
test_34961,clear primary
test_34962,partly_cloudy haze clear primary
test_34963,clear primary
test_34964,clear primary
test_34965,agriculture clear primary cultivation
test_34966,clear primary
test_34967,partly_cloudy primary
test_34968,clear primary
test_34969,water clear primary
test_34970,agriculture clear primary cultivation
test_34971,clear primary
test_34972,artisinal_mine water clear road primary
test_34973,agriculture water clear primary cultivation
test_34974,clear primary
test_34975,clear primary
test_34976,partly_cloudy primary
test_34977,partly_cloudy primary
test_34978,clear primary
test_34979,agriculture partly_cloudy primary cultivation
test_34980,clear primary
test_34981,clear primary
test_34982,agriculture clear road primary cultivation
test_34983,clear primary
test_34984,agriculture clear road primary
test_34985,clear primary
test_34986,clear primary
test_34987,water clear primary
test_34988,agriculture water haze clear primary
test_34989,clear primary
test_34990,clear primary
test_34991,agriculture habitation clear bare_ground road primary
test_34992,clear primary
test_34993,water clear primary
test_34994,clear primary
test_34995,agriculture clear road primary
test_34996,cloudy
test_34997,clear primary
test_34998,clear primary
test_34999,agriculture habitation clear road primary cultivation
test_35000,partly_cloudy primary
test_35001,clear primary
test_35002,agriculture partly_cloudy water habitation clear road primary cultivation
test_35003,clear primary
test_35004,clear primary
test_35005,agriculture partly_cloudy haze primary
test_35006,haze primary
test_35007,haze primary
test_35008,clear primary
test_35009,agriculture clear primary cultivation
test_35010,agriculture water clear primary
test_35011,clear primary
test_35012,agriculture water habitation clear road primary cultivation
test_35013,clear primary
test_35014,clear primary
test_35015,agriculture water clear road primary
test_35016,clear primary
test_35017,partly_cloudy primary
test_35018,clear primary
test_35019,clear primary
test_35020,clear primary
test_35021,agriculture clear road primary cultivation
test_35022,haze primary
test_35023,clear primary
test_35024,agriculture water clear primary
test_35025,agriculture habitation clear road primary cultivation
test_35026,partly_cloudy primary
test_35027,clear primary
test_35028,clear primary
test_35029,water clear primary
test_35030,partly_cloudy cloudy haze primary
test_35031,agriculture water habitation haze clear road primary
test_35032,agriculture water habitation clear road primary
test_35033,agriculture water habitation clear road primary
test_35034,clear primary
test_35035,clear primary
test_35036,cloudy
test_35037,clear primary
test_35038,clear primary
test_35039,cloudy
test_35040,agriculture clear primary cultivation
test_35041,clear primary
test_35042,agriculture habitation clear road primary
test_35043,water habitation clear road primary
test_35044,clear primary
test_35045,water clear road primary
test_35046,haze clear primary
test_35047,agriculture water clear primary cultivation
test_35048,agriculture clear road primary
test_35049,agriculture partly_cloudy primary cultivation
test_35050,agriculture habitation clear road primary cultivation
test_35051,haze primary
test_35052,agriculture haze clear road primary cultivation
test_35053,agriculture water clear road primary
test_35054,agriculture partly_cloudy habitation clear road primary
test_35055,clear primary
test_35056,agriculture clear primary
test_35057,cloudy
test_35058,agriculture habitation clear road primary
test_35059,clear primary
test_35060,clear primary
test_35061,agriculture clear road primary
test_35062,clear primary
test_35063,agriculture water clear road primary
test_35064,clear primary
test_35065,partly_cloudy primary
test_35066,cloudy
test_35067,water clear road primary
test_35068,agriculture clear road primary cultivation
test_35069,clear primary
test_35070,clear primary
test_35071,clear primary
test_35072,agriculture habitation clear road primary cultivation
test_35073,agriculture partly_cloudy water clear primary
test_35074,clear primary
test_35075,agriculture habitation clear road primary cultivation
test_35076,agriculture partly_cloudy water habitation clear road primary cultivation
test_35077,partly_cloudy cloudy haze primary
test_35078,clear primary
test_35079,clear primary
test_35080,agriculture habitation clear road primary
test_35081,clear primary
test_35082,clear primary
test_35083,agriculture clear road primary
test_35084,water cloudy clear
test_35085,clear primary
test_35086,agriculture water clear primary cultivation
test_35087,clear primary
test_35088,clear primary
test_35089,partly_cloudy primary
test_35090,agriculture clear road primary
test_35091,cloudy
test_35092,clear primary
test_35093,clear primary
test_35094,agriculture partly_cloudy clear road primary
test_35095,agriculture water clear primary cultivation
test_35096,clear primary
test_35097,clear primary
test_35098,haze primary
test_35099,agriculture water habitation clear road primary cultivation
test_35100,clear primary
test_35101,agriculture water clear primary
test_35102,agriculture habitation clear road primary
test_35103,agriculture habitation clear road primary
test_35104,cloudy haze primary
test_35105,clear primary
test_35106,agriculture habitation clear road primary
test_35107,agriculture water clear road primary cultivation
test_35108,clear primary
test_35109,agriculture clear road primary
test_35110,partly_cloudy clear primary
test_35111,cloudy
test_35112,clear primary
test_35113,water clear road primary
test_35114,clear primary
test_35115,agriculture water clear primary
test_35116,water clear primary
test_35117,agriculture clear primary cultivation
test_35118,clear primary
test_35119,agriculture water clear road primary
test_35120,agriculture water clear primary cultivation
test_35121,clear primary
test_35122,agriculture clear primary cultivation
test_35123,clear primary
test_35124,agriculture habitation clear road primary
test_35125,agriculture partly_cloudy water clear primary
test_35126,clear primary
test_35127,clear primary
test_35128,agriculture clear primary cultivation
test_35129,agriculture habitation clear road primary
test_35130,agriculture partly_cloudy habitation clear road primary
test_35131,agriculture water habitation clear road primary cultivation
test_35132,clear primary
test_35133,agriculture clear primary cultivation
test_35134,clear primary
test_35135,cloudy haze primary
test_35136,clear primary
test_35137,agriculture water habitation clear road primary
test_35138,agriculture habitation clear road primary
test_35139,partly_cloudy primary
test_35140,agriculture water clear road primary
test_35141,agriculture habitation clear road primary cultivation
test_35142,agriculture water clear road primary
test_35143,clear primary
test_35144,agriculture water clear road primary
test_35145,agriculture clear road primary cultivation
test_35146,agriculture habitation clear road primary cultivation
test_35147,clear primary
test_35148,agriculture clear road primary
test_35149,agriculture haze clear road primary
test_35150,agriculture water clear primary
test_35151,clear primary
test_35152,clear primary
test_35153,partly_cloudy primary
test_35154,clear primary
test_35155,partly_cloudy primary
test_35156,haze primary
test_35157,clear primary
test_35158,clear primary
test_35159,agriculture partly_cloudy water primary
test_35160,clear primary
test_35161,agriculture water clear road primary
test_35162,agriculture habitation clear road primary cultivation
test_35163,agriculture partly_cloudy water habitation clear road primary cultivation
test_35164,partly_cloudy primary
test_35165,agriculture clear road primary
test_35166,agriculture clear primary cultivation
test_35167,agriculture water clear primary
test_35168,partly_cloudy primary
test_35169,agriculture partly_cloudy road primary
test_35170,agriculture water clear road primary
test_35171,agriculture habitation clear road primary cultivation
test_35172,clear primary
test_35173,agriculture partly_cloudy water road primary
test_35174,water clear primary
test_35175,clear primary
test_35176,partly_cloudy primary
test_35177,clear road primary
test_35178,agriculture habitation clear road primary cultivation
test_35179,clear primary
test_35180,clear primary
test_35181,cloudy haze primary
test_35182,agriculture partly_cloudy primary
test_35183,partly_cloudy primary
test_35184,partly_cloudy primary
test_35185,agriculture partly_cloudy primary
test_35186,partly_cloudy primary
test_35187,agriculture partly_cloudy primary
test_35188,agriculture clear primary cultivation
test_35189,clear primary
test_35190,agriculture water haze primary
test_35191,clear primary
test_35192,agriculture water habitation clear road primary
test_35193,agriculture clear road primary
test_35194,clear primary
test_35195,clear primary
test_35196,agriculture water clear road primary cultivation
test_35197,haze primary
test_35198,clear primary
test_35199,clear primary
test_35200,agriculture water haze primary
test_35201,agriculture partly_cloudy clear road primary
test_35202,partly_cloudy primary
test_35203,partly_cloudy primary
test_35204,haze primary
test_35205,clear primary
test_35206,water clear primary
test_35207,clear primary
test_35208,clear primary
test_35209,partly_cloudy primary
test_35210,agriculture water clear road primary
test_35211,clear primary
test_35212,clear primary
test_35213,agriculture partly_cloudy habitation road primary
test_35214,agriculture clear primary cultivation
test_35215,agriculture clear primary cultivation
test_35216,agriculture water clear primary
test_35217,agriculture partly_cloudy road primary
test_35218,agriculture habitation clear road primary
test_35219,clear primary
test_35220,partly_cloudy primary
test_35221,water cloudy clear
test_35222,haze clear primary
test_35223,clear primary
test_35224,clear primary
test_35225,partly_cloudy water primary
test_35226,clear primary
test_35227,agriculture clear road primary cultivation
test_35228,clear primary
test_35229,agriculture habitation clear road primary cultivation
test_35230,agriculture partly_cloudy primary
test_35231,agriculture habitation clear primary cultivation
test_35232,agriculture water clear primary
test_35233,clear primary
test_35234,cloudy
test_35235,agriculture clear primary cultivation
test_35236,clear primary
test_35237,clear primary
test_35238,clear primary
test_35239,agriculture partly_cloudy water road primary
test_35240,agriculture clear primary cultivation
test_35241,clear primary
test_35242,agriculture water clear primary
test_35243,haze clear primary
test_35244,agriculture clear road primary
test_35245,agriculture water haze primary
test_35246,clear primary
test_35247,clear primary
test_35248,water clear selective_logging road primary
test_35249,agriculture water clear primary
test_35250,partly_cloudy cloudy primary
test_35251,partly_cloudy primary
test_35252,clear primary
test_35253,agriculture clear road primary
test_35254,partly_cloudy primary
test_35255,clear primary
test_35256,clear primary
test_35257,clear primary
test_35258,agriculture clear road primary
test_35259,clear primary
test_35260,clear primary
test_35261,clear primary
test_35262,agriculture clear road primary
test_35263,clear primary
test_35264,water cloudy
test_35265,cloudy haze primary
test_35266,agriculture water habitation clear road primary
test_35267,clear primary
test_35268,clear primary
test_35269,agriculture habitation clear road primary
test_35270,agriculture water clear primary cultivation
test_35271,artisinal_mine water habitation clear road primary
test_35272,agriculture water haze road primary
test_35273,clear primary
test_35274,agriculture water habitation clear road primary cultivation
test_35275,agriculture water habitation clear road primary
test_35276,agriculture clear road primary
test_35277,agriculture partly_cloudy primary
test_35278,clear primary
test_35279,partly_cloudy clear primary
test_35280,cloudy
test_35281,agriculture water haze road primary
test_35282,agriculture water clear primary
test_35283,agriculture partly_cloudy water primary
test_35284,agriculture water clear road primary
test_35285,partly_cloudy clear primary
test_35286,agriculture water clear road primary
test_35287,agriculture partly_cloudy cloudy primary
test_35288,artisinal_mine agriculture water habitation clear road primary cultivation
test_35289,partly_cloudy primary
test_35290,water haze primary
test_35291,clear primary
test_35292,clear primary
test_35293,clear primary
test_35294,agriculture partly_cloudy clear road primary cultivation
test_35295,agriculture habitation clear road primary
test_35296,clear primary
test_35297,agriculture habitation clear road primary
test_35298,agriculture clear road primary cultivation
test_35299,agriculture partly_cloudy road primary
test_35300,agriculture clear road primary cultivation
test_35301,agriculture clear road primary cultivation
test_35302,clear primary
test_35303,agriculture clear road primary
test_35304,agriculture habitation clear road primary cultivation
test_35305,agriculture habitation clear road primary
test_35306,clear primary
test_35307,clear primary
test_35308,agriculture clear road primary cultivation
test_35309,haze clear primary
test_35310,clear primary
test_35311,clear primary
test_35312,agriculture water habitation clear road primary
test_35313,clear primary
test_35314,cloudy
test_35315,agriculture habitation clear road primary
test_35316,clear primary
test_35317,agriculture habitation clear road primary cultivation
test_35318,agriculture habitation clear road primary cultivation
test_35319,cloudy haze primary
test_35320,clear primary
test_35321,agriculture clear road primary
test_35322,clear primary
test_35323,clear primary
test_35324,agriculture partly_cloudy clear road primary
test_35325,agriculture clear road primary
test_35326,clear primary
test_35327,agriculture partly_cloudy water haze primary cultivation
test_35328,partly_cloudy cloudy primary
test_35329,haze clear primary
test_35330,clear primary
test_35331,partly_cloudy water primary
test_35332,agriculture water clear road primary
test_35333,cloudy
test_35334,clear primary
test_35335,agriculture partly_cloudy primary
test_35336,clear primary
test_35337,partly_cloudy primary
test_35338,partly_cloudy clear primary
test_35339,clear primary
test_35340,agriculture partly_cloudy primary cultivation
test_35341,agriculture clear primary cultivation
test_35342,agriculture partly_cloudy water cloudy haze road primary
test_35343,water clear primary
test_35344,partly_cloudy primary
test_35345,clear primary
test_35346,agriculture water clear road primary
test_35347,agriculture water habitation clear road primary
test_35348,agriculture water habitation clear road primary cultivation
test_35349,water clear primary
test_35350,clear primary
test_35351,clear primary
test_35352,partly_cloudy primary
test_35353,agriculture water clear primary cultivation
test_35354,agriculture water haze primary
test_35355,clear primary
test_35356,clear primary
test_35357,clear primary
test_35358,clear primary
test_35359,partly_cloudy primary
test_35360,agriculture habitation clear road primary
test_35361,agriculture partly_cloudy water clear road primary
test_35362,agriculture water clear primary
test_35363,agriculture clear primary cultivation
test_35364,partly_cloudy clear primary
test_35365,water clear primary
test_35366,clear primary
test_35367,water clear primary
test_35368,clear primary
test_35369,partly_cloudy primary
test_35370,agriculture partly_cloudy road primary
test_35371,agriculture clear road primary
test_35372,clear primary
test_35373,clear primary
test_35374,agriculture water habitation clear road primary
test_35375,partly_cloudy primary
test_35376,agriculture clear road primary
test_35377,clear primary
test_35378,water cloudy clear
test_35379,water haze clear primary
test_35380,agriculture clear primary cultivation
test_35381,agriculture clear primary cultivation
test_35382,agriculture water habitation clear road primary
test_35383,clear primary
test_35384,agriculture clear bare_ground road primary
test_35385,agriculture clear road primary
test_35386,agriculture partly_cloudy road primary
test_35387,agriculture water clear road primary cultivation
test_35388,agriculture partly_cloudy water road primary
test_35389,clear primary
test_35390,agriculture clear road primary cultivation
test_35391,clear primary
test_35392,agriculture partly_cloudy water primary
test_35393,agriculture clear road primary
test_35394,clear primary
test_35395,agriculture water clear road primary cultivation
test_35396,partly_cloudy primary
test_35397,agriculture habitation clear road primary
test_35398,agriculture clear primary
test_35399,agriculture habitation clear road primary cultivation
test_35400,clear primary
test_35401,cloudy haze primary
test_35402,partly_cloudy clear primary
test_35403,clear primary
test_35404,clear primary
test_35405,agriculture partly_cloudy water primary
test_35406,agriculture water clear road primary
test_35407,water clear primary
test_35408,agriculture water habitation clear road primary
test_35409,water cloudy clear primary
test_35410,clear primary
test_35411,haze primary
test_35412,agriculture water habitation clear road primary cultivation
test_35413,clear primary
test_35414,agriculture partly_cloudy water road primary
test_35415,agriculture partly_cloudy road primary
test_35416,clear primary
test_35417,agriculture water haze clear primary
test_35418,agriculture clear road primary
test_35419,agriculture clear road primary
test_35420,clear primary
test_35421,partly_cloudy primary
test_35422,clear primary
test_35423,clear primary
test_35424,agriculture water clear primary
test_35425,clear primary
test_35426,clear primary
test_35427,haze clear primary
test_35428,agriculture clear primary cultivation
test_35429,clear primary
test_35430,clear primary
test_35431,partly_cloudy water primary
test_35432,artisinal_mine water habitation clear road primary
test_35433,agriculture habitation clear road primary cultivation
test_35434,clear primary
test_35435,agriculture partly_cloudy water primary
test_35436,clear primary
test_35437,haze primary
test_35438,agriculture water habitation clear road primary cultivation
test_35439,agriculture water clear road primary
test_35440,agriculture water clear selective_logging road primary cultivation
test_35441,agriculture water habitation clear road primary cultivation
test_35442,agriculture water clear road primary
test_35443,agriculture water habitation clear road primary
test_35444,clear primary
test_35445,agriculture partly_cloudy water clear road primary
test_35446,agriculture clear road primary
test_35447,agriculture partly_cloudy water primary
test_35448,water habitation clear road primary
test_35449,agriculture water habitation clear road primary
test_35450,clear primary
test_35451,agriculture clear primary cultivation
test_35452,agriculture partly_cloudy water clear primary
test_35453,water cloudy clear
test_35454,clear primary
test_35455,clear primary
test_35456,clear primary
test_35457,agriculture partly_cloudy water primary
test_35458,agriculture partly_cloudy cloudy primary
test_35459,water clear road primary
test_35460,agriculture clear road primary cultivation
test_35461,agriculture clear road primary
test_35462,clear primary
test_35463,agriculture clear road primary cultivation
test_35464,clear primary
test_35465,agriculture clear road primary cultivation
test_35466,clear primary
test_35467,clear primary
test_35468,agriculture water clear road primary
test_35469,clear primary
test_35470,water clear primary
test_35471,cloudy
test_35472,partly_cloudy primary
test_35473,partly_cloudy primary
test_35474,clear primary
test_35475,clear primary
test_35476,agriculture partly_cloudy clear primary cultivation
test_35477,agriculture clear road primary cultivation
test_35478,clear primary
test_35479,clear primary
test_35480,agriculture water clear bare_ground road primary
test_35481,agriculture clear primary cultivation
test_35482,haze primary
test_35483,clear primary
test_35484,agriculture partly_cloudy water primary
test_35485,agriculture water clear road primary
test_35486,clear primary
test_35487,clear primary
test_35488,agriculture partly_cloudy road primary
test_35489,clear primary
test_35490,clear primary
test_35491,agriculture habitation clear primary cultivation
test_35492,agriculture habitation clear road primary
test_35493,clear primary
test_35494,clear primary
test_35495,cloudy
test_35496,agriculture partly_cloudy habitation clear road primary
test_35497,agriculture water habitation clear road primary
test_35498,water clear primary
test_35499,agriculture partly_cloudy water primary
test_35500,clear primary
test_35501,agriculture clear primary cultivation
test_35502,agriculture clear road primary cultivation
test_35503,partly_cloudy clear primary
test_35504,agriculture water clear primary
test_35505,partly_cloudy primary
test_35506,agriculture partly_cloudy primary cultivation
test_35507,partly_cloudy primary
test_35508,water clear primary
test_35509,artisinal_mine water habitation clear road primary
test_35510,agriculture clear road primary cultivation
test_35511,agriculture water habitation clear road primary
test_35512,water clear road primary
test_35513,clear primary
test_35514,agriculture partly_cloudy habitation road primary
test_35515,clear primary
test_35516,agriculture water habitation clear road primary cultivation
test_35517,clear primary
test_35518,clear primary
test_35519,water clear primary
test_35520,partly_cloudy water primary
test_35521,agriculture partly_cloudy water primary
test_35522,water clear primary
test_35523,agriculture habitation clear road primary cultivation
test_35524,artisinal_mine water habitation clear road primary
test_35525,agriculture clear primary cultivation
test_35526,agriculture partly_cloudy clear road primary
test_35527,clear primary
test_35528,clear primary
test_35529,clear primary
test_35530,water clear road primary
test_35531,clear primary
test_35532,agriculture clear road primary cultivation
test_35533,clear primary
test_35534,clear primary
test_35535,agriculture habitation clear road primary
test_35536,clear primary
test_35537,agriculture clear road primary cultivation
test_35538,agriculture water habitation clear road primary cultivation
test_35539,agriculture water clear road primary
test_35540,haze clear primary
test_35541,agriculture water clear road primary
test_35542,clear primary
test_35543,clear primary
test_35544,agriculture clear primary cultivation
test_35545,water clear road primary
test_35546,clear primary
test_35547,clear primary
test_35548,clear primary
test_35549,clear primary
test_35550,clear primary
test_35551,water clear road primary
test_35552,clear primary
test_35553,agriculture water clear primary
test_35554,cloudy
test_35555,clear primary
test_35556,agriculture water clear primary cultivation
test_35557,agriculture clear road primary cultivation
test_35558,clear primary
test_35559,agriculture water habitation clear road primary
test_35560,clear primary
test_35561,clear primary
test_35562,agriculture partly_cloudy water primary
test_35563,partly_cloudy primary
test_35564,haze primary
test_35565,partly_cloudy primary
test_35566,clear primary
test_35567,agriculture habitation clear road primary cultivation
test_35568,agriculture water clear road primary cultivation
test_35569,agriculture water clear road primary
test_35570,haze primary
test_35571,agriculture haze clear primary cultivation
test_35572,cloudy haze
test_35573,clear primary
test_35574,agriculture partly_cloudy water cloudy primary
test_35575,water cloudy haze primary
test_35576,agriculture water clear road primary cultivation
test_35577,water clear road primary
test_35578,cloudy
test_35579,agriculture habitation clear road primary
